source_V,lumped_path_ohm,assumed_limit_A,assumed_fan_start_A,assumed_aux_A,fans,stagger_s,peak_demand_A,running_A,peak_bus_V_if_not_limited,steady_bus_V,optimistic_100uF_hold_up_to_10_8V_s,classification
11.4,1.0,2.0,0.55,0.1,1,5,0.65,0.65,10.75,10.75,,below_provisional_10.8V_target
11.4,1.0,2.0,0.55,0.1,2,0,1.2000000000000002,1.2000000000000002,10.2,10.2,,below_provisional_10.8V_target
11.4,1.0,2.0,0.55,0.1,2,5,1.2000000000000002,1.2000000000000002,10.2,10.2,,below_provisional_10.8V_target
11.4,1.0,2.0,1.1,0.05,1,0,1.1500000000000001,0.6000000000000001,10.25,10.8,,below_provisional_10.8V_target
11.4,1.0,2.0,1.1,0.05,1,5,1.1500000000000001,0.6000000000000001,10.25,10.8,,below_provisional_10.8V_target
11.4,1.0,2.0,1.1,0.05,2,0,2.25,1.1500000000000001,,10.25,0.00023999999999999987,current_capacity_exceeded
11.4,1.0,2.0,1.1,0.05,2,5,1.7000000000000002,1.1500000000000001,9.7,10.25,,below_provisional_10.8V_target
11.4,1.0,2.0,1.1,0.1,1,0,1.2000000000000002,0.65,10.2,10.75,,below_provisional_10.8V_target
11.4,1.0,2.0,1.1,0.1,1,5,1.2000000000000002,0.65,10.2,10.75,,below_provisional_10.8V_target
11.4,1.0,2.0,1.1,0.1,2,0,2.3000000000000003,1.2000000000000002,,10.2,0.0001999999999999997,current_capacity_exceeded
11.4,1.0,2.0,1.1,0.1,2,5,1.7500000000000002,1.2000000000000002,9.65,10.2,,below_provisional_10.8V_target
11.4,1.0,2.0,1.65,0.05,1,0,1.7,0.6000000000000001,9.700000000000001,10.8,,below_provisional_10.8V_target
11.4,1.0,2.0,1.65,0.05,1,5,1.7,0.6000000000000001,9.700000000000001,10.8,,below_provisional_10.8V_target
11.4,1.0,2.0,1.65,0.05,2,0,3.3499999999999996,1.1500000000000001,,10.25,4.444444444444443e-05,current_capacity_exceeded
11.4,1.0,2.0,1.65,0.05,2,5,2.25,1.1500000000000001,,10.25,0.00023999999999999987,current_capacity_exceeded
11.4,1.0,2.0,1.65,0.1,1,0,1.75,0.65,9.65,10.75,,below_provisional_10.8V_target
11.4,1.0,2.0,1.65,0.1,1,5,1.75,0.65,9.65,10.75,,below_provisional_10.8V_target
11.4,1.0,2.0,1.65,0.1,2,0,3.4,1.2000000000000002,,10.2,4.2857142857142836e-05,current_capacity_exceeded
11.4,1.0,2.0,1.65,0.1,2,5,2.3000000000000003,1.2000000000000002,,10.2,0.0001999999999999997,current_capacity_exceeded
11.4,1.0,3.0,0.55,0.05,1,0,0.6000000000000001,0.6000000000000001,10.8,10.8,,within_provisional_envelope
11.4,1.0,3.0,0.55,0.05,1,5,0.6000000000000001,0.6000000000000001,10.8,10.8,,within_provisional_envelope
11.4,1.0,3.0,0.55,0.05,2,0,1.1500000000000001,1.1500000000000001,10.25,10.25,,below_provisional_10.8V_target
11.4,1.0,3.0,0.55,0.05,2,5,1.1500000000000001,1.1500000000000001,10.25,10.25,,below_provisional_10.8V_target
11.4,1.0,3.0,0.55,0.1,1,0,0.65,0.65,10.75,10.75,,below_provisional_10.8V_target
11.4,1.0,3.0,0.55,0.1,1,5,0.65,0.65,10.75,10.75,,below_provisional_10.8V_target
11.4,1.0,3.0,0.55,0.1,2,0,1.2000000000000002,1.2000000000000002,10.2,10.2,,below_provisional_10.8V_target
11.4,1.0,3.0,0.55,0.1,2,5,1.2000000000000002,1.2000000000000002,10.2,10.2,,below_provisional_10.8V_target
11.4,1.0,3.0,1.1,0.05,1,0,1.1500000000000001,0.6000000000000001,10.25,10.8,,below_provisional_10.8V_target
11.4,1.0,3.0,1.1,0.05,1,5,1.1500000000000001,0.6000000000000001,10.25,10.8,,below_provisional_10.8V_target
11.4,1.0,3.0,1.1,0.05,2,0,2.25,1.1500000000000001,9.15,10.25,,below_provisional_10.8V_target
11.4,1.0,3.0,1.1,0.05,2,5,1.7000000000000002,1.1500000000000001,9.7,10.25,,below_provisional_10.8V_target
11.4,1.0,3.0,1.1,0.1,1,0,1.2000000000000002,0.65,10.2,10.75,,below_provisional_10.8V_target
11.4,1.0,3.0,1.1,0.1,1,5,1.2000000000000002,0.65,10.2,10.75,,below_provisional_10.8V_target
11.4,1.0,3.0,1.1,0.1,2,0,2.3000000000000003,1.2000000000000002,9.1,10.2,,below_provisional_10.8V_target
11.4,1.0,3.0,1.1,0.1,2,5,1.7500000000000002,1.2000000000000002,9.65,10.2,,below_provisional_10.8V_target
11.4,1.0,3.0,1.65,0.05,1,0,1.7,0.6000000000000001,9.700000000000001,10.8,,below_provisional_10.8V_target
11.4,1.0,3.0,1.65,0.05,1,5,1.7,0.6000000000000001,9.700000000000001,10.8,,below_provisional_10.8V_target
11.4,1.0,3.0,1.65,0.05,2,0,3.3499999999999996,1.1500000000000001,,10.25,0.0001714285714285715,current_capacity_exceeded
11.4,1.0,3.0,1.65,0.05,2,5,2.25,1.1500000000000001,9.15,10.25,,below_provisional_10.8V_target
11.4,1.0,3.0,1.65,0.1,1,0,1.75,0.65,9.65,10.75,,below_provisional_10.8V_target
11.4,1.0,3.0,1.65,0.1,1,5,1.75,0.65,9.65,10.75,,below_provisional_10.8V_target
11.4,1.0,3.0,1.65,0.1,2,0,3.4,1.2000000000000002,,10.2,0.00014999999999999996,current_capacity_exceeded
11.4,1.0,3.0,1.65,0.1,2,5,2.3000000000000003,1.2000000000000002,9.1,10.2,,below_provisional_10.8V_target
11.4,1.0,4.0,0.55,0.05,1,0,0.6000000000000001,0.6000000000000001,10.8,10.8,,within_provisional_envelope
11.4,1.0,4.0,0.55,0.05,1,5,0.6000000000000001,0.6000000000000001,10.8,10.8,,within_provisional_envelope
11.4,1.0,4.0,0.55,0.05,2,0,1.1500000000000001,1.1500000000000001,10.25,10.25,,below_provisional_10.8V_target
11.4,1.0,4.0,0.55,0.05,2,5,1.1500000000000001,1.1500000000000001,10.25,10.25,,below_provisional_10.8V_target
11.4,1.0,4.0,0.55,0.1,1,0,0.65,0.65,10.75,10.75,,below_provisional_10.8V_target
11.4,1.0,4.0,0.55,0.1,1,5,0.65,0.65,10.75,10.75,,below_provisional_10.8V_target
11.4,1.0,4.0,0.55,0.1,2,0,1.2000000000000002,1.2000000000000002,10.2,10.2,,below_provisional_10.8V_target
11.4,1.0,4.0,0.55,0.1,2,5,1.2000000000000002,1.2000000000000002,10.2,10.2,,below_provisional_10.8V_target
11.4,1.0,4.0,1.1,0.05,1,0,1.1500000000000001,0.6000000000000001,10.25,10.8,,below_provisional_10.8V_target
11.4,1.0,4.0,1.1,0.05,1,5,1.1500000000000001,0.6000000000000001,10.25,10.8,,below_provisional_10.8V_target
11.4,1.0,4.0,1.1,0.05,2,0,2.25,1.1500000000000001,9.15,10.25,,below_provisional_10.8V_target
11.4,1.0,4.0,1.1,0.05,2,5,1.7000000000000002,1.1500000000000001,9.7,10.25,,below_provisional_10.8V_target
11.4,1.0,4.0,1.1,0.1,1,0,1.2000000000000002,0.65,10.2,10.75,,below_provisional_10.8V_target
11.4,1.0,4.0,1.1,0.1,1,5,1.2000000000000002,0.65,10.2,10.75,,below_provisional_10.8V_target
11.4,1.0,4.0,1.1,0.1,2,0,2.3000000000000003,1.2000000000000002,9.1,10.2,,below_provisional_10.8V_target
11.4,1.0,4.0,1.1,0.1,2,5,1.7500000000000002,1.2000000000000002,9.65,10.2,,below_provisional_10.8V_target
11.4,1.0,4.0,1.65,0.05,1,0,1.7,0.6000000000000001,9.700000000000001,10.8,,below_provisional_10.8V_target
11.4,1.0,4.0,1.65,0.05,1,5,1.7,0.6000000000000001,9.700000000000001,10.8,,below_provisional_10.8V_target
11.4,1.0,4.0,1.65,0.05,2,0,3.3499999999999996,1.1500000000000001,8.05,10.25,,below_provisional_10.8V_target
11.4,1.0,4.0,1.65,0.05,2,5,2.25,1.1500000000000001,9.15,10.25,,below_provisional_10.8V_target
11.4,1.0,4.0,1.65,0.1,1,0,1.75,0.65,9.65,10.75,,below_provisional_10.8V_target
11.4,1.0,4.0,1.65,0.1,1,5,1.75,0.65,9.65,10.75,,below_provisional_10.8V_target
11.4,1.0,4.0,1.65,0.1,2,0,3.4,1.2000000000000002,8.0,10.2,,below_provisional_10.8V_target
11.4,1.0,4.0,1.65,0.1,2,5,2.3000000000000003,1.2000000000000002,9.1,10.2,,below_provisional_10.8V_target
12.0,0.1,2.0,0.55,0.05,1,0,0.6000000000000001,0.6000000000000001,11.94,11.94,,within_provisional_envelope
12.0,0.1,2.0,0.55,0.05,1,5,0.6000000000000001,0.6000000000000001,11.94,11.94,,within_provisional_envelope
12.0,0.1,2.0,0.55,0.05,2,0,1.1500000000000001,1.1500000000000001,11.885,11.885,,within_provisional_envelope
12.0,0.1,2.0,0.55,0.05,2,5,1.1500000000000001,1.1500000000000001,11.885,11.885,,within_provisional_envelope
12.0,0.1,2.0,0.55,0.1,1,0,0.65,0.65,11.935,11.935,,within_provisional_envelope
12.0,0.1,2.0,0.55,0.1,1,5,0.65,0.65,11.935,11.935,,within_provisional_envelope
12.0,0.1,2.0,0.55,0.1,2,0,1.2000000000000002,1.2000000000000002,11.88,11.88,,within_provisional_envelope
12.0,0.1,2.0,0.55,0.1,2,5,1.2000000000000002,1.2000000000000002,11.88,11.88,,within_provisional_envelope
12.0,0.1,2.0,1.1,0.05,1,0,1.1500000000000001,0.6000000000000001,11.885,11.94,,within_provisional_envelope
12.0,0.1,2.0,1.1,0.05,1,5,1.1500000000000001,0.6000000000000001,11.885,11.94,,within_provisional_envelope
12.0,0.1,2.0,1.1,0.05,2,0,2.25,1.1500000000000001,,11.885,0.00047999999999999974,current_capacity_exceeded
12.0,0.1,2.0,1.1,0.05,2,5,1.7000000000000002,1.1500000000000001,11.83,11.885,,within_provisional_envelope
12.0,0.1,2.0,1.1,0.1,1,0,1.2000000000000002,0.65,11.88,11.935,,within_provisional_envelope
12.0,0.1,2.0,1.1,0.1,1,5,1.2000000000000002,0.65,11.88,11.935,,within_provisional_envelope
12.0,0.1,2.0,1.1,0.1,2,0,2.3000000000000003,1.2000000000000002,,11.88,0.0003999999999999994,current_capacity_exceeded
12.0,0.1,2.0,1.1,0.1,2,5,1.7500000000000002,1.2000000000000002,11.825,11.88,,within_provisional_envelope
12.0,0.1,2.0,1.65,0.05,1,0,1.7,0.6000000000000001,11.83,11.94,,within_provisional_envelope
12.0,0.1,2.0,1.65,0.05,1,5,1.7,0.6000000000000001,11.83,11.94,,within_provisional_envelope
12.0,0.1,2.0,1.65,0.05,2,0,3.3499999999999996,1.1500000000000001,,11.885,8.888888888888887e-05,current_capacity_exceeded
12.0,0.1,2.0,1.65,0.05,2,5,2.25,1.1500000000000001,,11.885,0.00047999999999999974,current_capacity_exceeded
12.0,0.1,2.0,1.65,0.1,1,0,1.75,0.65,11.825,11.935,,within_provisional_envelope
12.0,0.1,2.0,1.65,0.1,1,5,1.75,0.65,11.825,11.935,,within_provisional_envelope
12.0,0.1,2.0,1.65,0.1,2,0,3.4,1.2000000000000002,,11.88,8.571428571428567e-05,current_capacity_exceeded
12.0,0.1,2.0,1.65,0.1,2,5,2.3000000000000003,1.2000000000000002,,11.88,0.0003999999999999994,current_capacity_exceeded
12.0,0.1,3.0,0.55,0.05,1,0,0.6000000000000001,0.6000000000000001,11.94,11.94,,within_provisional_envelope
12.0,0.1,3.0,0.55,0.05,1,5,0.6000000000000001,0.6000000000000001,11.94,11.94,,within_provisional_envelope
12.0,0.1,3.0,0.55,0.05,2,0,1.1500000000000001,1.1500000000000001,11.885,11.885,,within_provisional_envelope
12.0,0.1,3.0,0.55,0.05,2,5,1.1500000000000001,1.1500000000000001,11.885,11.885,,within_provisional_envelope
12.0,0.1,3.0,0.55,0.1,1,0,0.65,0.65,11.935,11.935,,within_provisional_envelope
12.0,0.1,3.0,0.55,0.1,1,5,0.65,0.65,11.935,11.935,,within_provisional_envelope
12.0,0.1,3.0,0.55,0.1,2,0,1.2000000000000002,1.2000000000000002,11.88,11.88,,within_provisional_envelope
12.0,0.1,3.0,0.55,0.1,2,5,1.2000000000000002,1.2000000000000002,11.88,11.88,,within_provisional_envelope
12.0,0.1,3.0,1.1,0.05,1,0,1.1500000000000001,0.6000000000000001,11.885,11.94,,within_provisional_envelope
12.0,0.1,3.0,1.1,0.05,1,5,1.1500000000000001,0.6000000000000001,11.885,11.94,,within_provisional_envelope
12.0,0.1,3.0,1.1,0.05,2,0,2.25,1.1500000000000001,11.775,11.885,,within_provisional_envelope
12.0,0.1,3.0,1.1,0.05,2,5,1.7000000000000002,1.1500000000000001,11.83,11.885,,within_provisional_envelope
12.0,0.1,3.0,1.1,0.1,1,0,1.2000000000000002,0.65,11.88,11.935,,within_provisional_envelope
12.0,0.1,3.0,1.1,0.1,1,5,1.2000000000000002,0.65,11.88,11.935,,within_provisional_envelope
12.0,0.1,3.0,1.1,0.1,2,0,2.3000000000000003,1.2000000000000002,11.77,11.88,,within_provisional_envelope
12.0,0.1,3.0,1.1,0.1,2,5,1.7500000000000002,1.2000000000000002,11.825,11.88,,within_provisional_envelope
12.0,0.1,3.0,1.65,0.05,1,0,1.7,0.6000000000000001,11.83,11.94,,within_provisional_envelope
12.0,0.1,3.0,1.65,0.05,1,5,1.7,0.6000000000000001,11.83,11.94,,within_provisional_envelope
12.0,0.1,3.0,1.65,0.05,2,0,3.3499999999999996,1.1500000000000001,,11.885,0.000342857142857143,current_capacity_exceeded
12.0,0.1,3.0,1.65,0.05,2,5,2.25,1.1500000000000001,11.775,11.885,,within_provisional_envelope
12.0,0.1,3.0,1.65,0.1,1,0,1.75,0.65,11.825,11.935,,within_provisional_envelope
12.0,0.1,3.0,1.65,0.1,1,5,1.75,0.65,11.825,11.935,,within_provisional_envelope
12.0,0.1,3.0,1.65,0.1,2,0,3.4,1.2000000000000002,,11.88,0.0002999999999999999,current_capacity_exceeded
12.0,0.1,3.0,1.65,0.1,2,5,2.3000000000000003,1.2000000000000002,11.77,11.88,,within_provisional_envelope
12.0,0.1,4.0,0.55,0.05,1,0,0.6000000000000001,0.6000000000000001,11.94,11.94,,within_provisional_envelope
12.0,0.1,4.0,0.55,0.05,1,5,0.6000000000000001,0.6000000000000001,11.94,11.94,,within_provisional_envelope
12.0,0.1,4.0,0.55,0.05,2,0,1.1500000000000001,1.1500000000000001,11.885,11.885,,within_provisional_envelope
12.0,0.1,4.0,0.55,0.05,2,5,1.1500000000000001,1.1500000000000001,11.885,11.885,,within_provisional_envelope
12.0,0.1,4.0,0.55,0.1,1,0,0.65,0.65,11.935,11.935,,within_provisional_envelope
12.0,0.1,4.0,0.55,0.1,1,5,0.65,0.65,11.935,11.935,,within_provisional_envelope
12.0,0.1,4.0,0.55,0.1,2,0,1.2000000000000002,1.2000000000000002,11.88,11.88,,within_provisional_envelope
12.0,0.1,4.0,0.55,0.1,2,5,1.2000000000000002,1.2000000000000002,11.88,11.88,,within_provisional_envelope
12.0,0.1,4.0,1.1,0.05,1,0,1.1500000000000001,0.6000000000000001,11.885,11.94,,within_provisional_envelope
12.0,0.1,4.0,1.1,0.05,1,5,1.1500000000000001,0.6000000000000001,11.885,11.94,,within_provisional_envelope
12.0,0.1,4.0,1.1,0.05,2,0,2.25,1.1500000000000001,11.775,11.885,,within_provisional_envelope
12.0,0.1,4.0,1.1,0.05,2,5,1.7000000000000002,1.1500000000000001,11.83,11.885,,within_provisional_envelope
12.0,0.1,4.0,1.1,0.1,1,0,1.2000000000000002,0.65,11.88,11.935,,within_provisional_envelope
12.0,0.1,4.0,1.1,0.1,1,5,1.2000000000000002,0.65,11.88,11.935,,within_provisional_envelope
12.0,0.1,4.0,1.1,0.1,2,0,2.3000000000000003,1.2000000000000002,11.77,11.88,,within_provisional_envelope
12.0,0.1,4.0,1.1,0.1,2,5,1.7500000000000002,1.2000000000000002,11.825,11.88,,within_provisional_envelope
12.0,0.1,4.0,1.65,0.05,1,0,1.7,0.6000000000000001,11.83,11.94,,within_provisional_envelope
12.0,0.1,4.0,1.65,0.05,1,5,1.7,0.6000000000000001,11.83,11.94,,within_provisional_envelope
12.0,0.1,4.0,1.65,0.05,2,0,3.3499999999999996,1.1500000000000001,11.665,11.885,,within_provisional_envelope
12.0,0.1,4.0,1.65,0.05,2,5,2.25,1.1500000000000001,11.775,11.885,,within_provisional_envelope
12.0,0.1,4.0,1.65,0.1,1,0,1.75,0.65,11.825,11.935,,within_provisional_envelope
12.0,0.1,4.0,1.65,0.1,1,5,1.75,0.65,11.825,11.935,,within_provisional_envelope
12.0,0.1,4.0,1.65,0.1,2,0,3.4,1.2000000000000002,11.66,11.88,,within_provisional_envelope
12.0,0.1,4.0,1.65,0.1,2,5,2.3000000000000003,1.2000000000000002,11.77,11.88,,within_provisional_envelope
12.0,0.25,2.0,0.55,0.05,1,0,0.6000000000000001,0.6000000000000001,11.85,11.85,,within_provisional_envelope
12.0,0.25,2.0,0.55,0.05,1,5,0.6000000000000001,0.6000000000000001,11.85,11.85,,within_provisional_envelope
12.0,0.25,2.0,0.55,0.05,2,0,1.1500000000000001,1.1500000000000001,11.7125,11.7125,,within_provisional_envelope
12.0,0.25,2.0,0.55,0.05,2,5,1.1500000000000001,1.1500000000000001,11.7125,11.7125,,within_provisional_envelope
12.0,0.25,2.0,0.55,0.1,1,0,0.65,0.65,11.8375,11.8375,,within_provisional_envelope
12.0,0.25,2.0,0.55,0.1,1,5,0.65,0.65,11.8375,11.8375,,within_provisional_envelope
12.0,0.25,2.0,0.55,0.1,2,0,1.2000000000000002,1.2000000000000002,11.7,11.7,,within_provisional_envelope
12.0,0.25,2.0,0.55,0.1,2,5,1.2000000000000002,1.2000000000000002,11.7,11.7,,within_provisional_envelope
12.0,0.25,2.0,1.1,0.05,1,0,1.1500000000000001,0.6000000000000001,11.7125,11.85,,within_provisional_envelope
12.0,0.25,2.0,1.1,0.05,1,5,1.1500000000000001,0.6000000000000001,11.7125,11.85,,within_provisional_envelope
12.0,0.25,2.0,1.1,0.05,2,0,2.25,1.1500000000000001,,11.7125,0.00047999999999999974,current_capacity_exceeded
12.0,0.25,2.0,1.1,0.05,2,5,1.7000000000000002,1.1500000000000001,11.575,11.7125,,within_provisional_envelope
12.0,0.25,2.0,1.1,0.1,1,0,1.2000000000000002,0.65,11.7,11.8375,,within_provisional_envelope
12.0,0.25,2.0,1.1,0.1,1,5,1.2000000000000002,0.65,11.7,11.8375,,within_provisional_envelope
12.0,0.25,2.0,1.1,0.1,2,0,2.3000000000000003,1.2000000000000002,,11.7,0.0003999999999999994,current_capacity_exceeded
12.0,0.25,2.0,1.1,0.1,2,5,1.7500000000000002,1.2000000000000002,11.5625,11.7,,within_provisional_envelope
12.0,0.25,2.0,1.65,0.05,1,0,1.7,0.6000000000000001,11.575,11.85,,within_provisional_envelope
12.0,0.25,2.0,1.65,0.05,1,5,1.7,0.6000000000000001,11.575,11.85,,within_provisional_envelope
12.0,0.25,2.0,1.65,0.05,2,0,3.3499999999999996,1.1500000000000001,,11.7125,8.888888888888887e-05,current_capacity_exceeded
12.0,0.25,2.0,1.65,0.05,2,5,2.25,1.1500000000000001,,11.7125,0.00047999999999999974,current_capacity_exceeded
12.0,0.25,2.0,1.65,0.1,1,0,1.75,0.65,11.5625,11.8375,,within_provisional_envelope
12.0,0.25,2.0,1.65,0.1,1,5,1.75,0.65,11.5625,11.8375,,within_provisional_envelope
12.0,0.25,2.0,1.65,0.1,2,0,3.4,1.2000000000000002,,11.7,8.571428571428567e-05,current_capacity_exceeded
12.0,0.25,2.0,1.65,0.1,2,5,2.3000000000000003,1.2000000000000002,,11.7,0.0003999999999999994,current_capacity_exceeded
12.0,0.25,3.0,0.55,0.05,1,0,0.6000000000000001,0.6000000000000001,11.85,11.85,,within_provisional_envelope
12.0,0.25,3.0,0.55,0.05,1,5,0.6000000000000001,0.6000000000000001,11.85,11.85,,within_provisional_envelope
12.0,0.25,3.0,0.55,0.05,2,0,1.1500000000000001,1.1500000000000001,11.7125,11.7125,,within_provisional_envelope
12.0,0.25,3.0,0.55,0.05,2,5,1.1500000000000001,1.1500000000000001,11.7125,11.7125,,within_provisional_envelope
12.0,0.25,3.0,0.55,0.1,1,0,0.65,0.65,11.8375,11.8375,,within_provisional_envelope
12.0,0.25,3.0,0.55,0.1,1,5,0.65,0.65,11.8375,11.8375,,within_provisional_envelope
12.0,0.25,3.0,0.55,0.1,2,0,1.2000000000000002,1.2000000000000002,11.7,11.7,,within_provisional_envelope
12.0,0.25,3.0,0.55,0.1,2,5,1.2000000000000002,1.2000000000000002,11.7,11.7,,within_provisional_envelope
12.0,0.25,3.0,1.1,0.05,1,0,1.1500000000000001,0.6000000000000001,11.7125,11.85,,within_provisional_envelope
12.0,0.25,3.0,1.1,0.05,1,5,1.1500000000000001,0.6000000000000001,11.7125,11.85,,within_provisional_envelope
12.0,0.25,3.0,1.1,0.05,2,0,2.25,1.1500000000000001,11.4375,11.7125,,within_provisional_envelope
12.0,0.25,3.0,1.1,0.05,2,5,1.7000000000000002,1.1500000000000001,11.575,11.7125,,within_provisional_envelope
12.0,0.25,3.0,1.1,0.1,1,0,1.2000000000000002,0.65,11.7,11.8375,,within_provisional_envelope
12.0,0.25,3.0,1.1,0.1,1,5,1.2000000000000002,0.65,11.7,11.8375,,within_provisional_envelope
12.0,0.25,3.0,1.1,0.1,2,0,2.3000000000000003,1.2000000000000002,11.425,11.7,,within_provisional_envelope
12.0,0.25,3.0,1.1,0.1,2,5,1.7500000000000002,1.2000000000000002,11.5625,11.7,,within_provisional_envelope
12.0,0.25,3.0,1.65,0.05,1,0,1.7,0.6000000000000001,11.575,11.85,,within_provisional_envelope
12.0,0.25,3.0,1.65,0.05,1,5,1.7,0.6000000000000001,11.575,11.85,,within_provisional_envelope
12.0,0.25,3.0,1.65,0.05,2,0,3.3499999999999996,1.1500000000000001,,11.7125,0.000342857142857143,current_capacity_exceeded
12.0,0.25,3.0,1.65,0.05,2,5,2.25,1.1500000000000001,11.4375,11.7125,,within_provisional_envelope
12.0,0.25,3.0,1.65,0.1,1,0,1.75,0.65,11.5625,11.8375,,within_provisional_envelope
12.0,0.25,3.0,1.65,0.1,1,5,1.75,0.65,11.5625,11.8375,,within_provisional_envelope
12.0,0.25,3.0,1.65,0.1,2,0,3.4,1.2000000000000002,,11.7,0.0002999999999999999,current_capacity_exceeded
12.0,0.25,3.0,1.65,0.1,2,5,2.3000000000000003,1.2000000000000002,11.425,11.7,,within_provisional_envelope
12.0,0.25,4.0,0.55,0.05,1,0,0.6000000000000001,0.6000000000000001,11.85,11.85,,within_provisional_envelope
12.0,0.25,4.0,0.55,0.05,1,5,0.6000000000000001,0.6000000000000001,11.85,11.85,,within_provisional_envelope
12.0,0.25,4.0,0.55,0.05,2,0,1.1500000000000001,1.1500000000000001,11.7125,11.7125,,within_provisional_envelope
12.0,0.25,4.0,0.55,0.05,2,5,1.1500000000000001,1.1500000000000001,11.7125,11.7125,,within_provisional_envelope
12.0,0.25,4.0,0.55,0.1,1,0,0.65,0.65,11.8375,11.8375,,within_provisional_envelope
12.0,0.25,4.0,0.55,0.1,1,5,0.65,0.65,11.8375,11.8375,,within_provisional_envelope
12.0,0.25,4.0,0.55,0.1,2,0,1.2000000000000002,1.2000000000000002,11.7,11.7,,within_provisional_envelope
12.0,0.25,4.0,0.55,0.1,2,5,1.2000000000000002,1.2000000000000002,11.7,11.7,,within_provisional_envelope
12.0,0.25,4.0,1.1,0.05,1,0,1.1500000000000001,0.6000000000000001,11.7125,11.85,,within_provisional_envelope
12.0,0.25,4.0,1.1,0.05,1,5,1.1500000000000001,0.6000000000000001,11.7125,11.85,,within_provisional_envelope
12.0,0.25,4.0,1.1,0.05,2,0,2.25,1.1500000000000001,11.4375,11.7125,,within_provisional_envelope
12.0,0.25,4.0,1.1,0.05,2,5,1.7000000000000002,1.1500000000000001,11.575,11.7125,,within_provisional_envelope
12.0,0.25,4.0,1.1,0.1,1,0,1.2000000000000002,0.65,11.7,11.8375,,within_provisional_envelope
12.0,0.25,4.0,1.1,0.1,1,5,1.2000000000000002,0.65,11.7,11.8375,,within_provisional_envelope
12.0,0.25,4.0,1.1,0.1,2,0,2.3000000000000003,1.2000000000000002,11.425,11.7,,within_provisional_envelope
12.0,0.25,4.0,1.1,0.1,2,5,1.7500000000000002,1.2000000000000002,11.5625,11.7,,within_provisional_envelope
12.0,0.25,4.0,1.65,0.05,1,0,1.7,0.6000000000000001,11.575,11.85,,within_provisional_envelope
12.0,0.25,4.0,1.65,0.05,1,5,1.7,0.6000000000000001,11.575,11.85,,within_provisional_envelope
12.0,0.25,4.0,1.65,0.05,2,0,3.3499999999999996,1.1500000000000001,11.1625,11.7125,,within_provisional_envelope
12.0,0.25,4.0,1.65,0.05,2,5,2.25,1.1500000000000001,11.4375,11.7125,,within_provisional_envelope
12.0,0.25,4.0,1.65,0.1,1,0,1.75,0.65,11.5625,11.8375,,within_provisional_envelope
12.0,0.25,4.0,1.65,0.1,1,5,1.75,0.65,11.5625,11.8375,,within_provisional_envelope
12.0,0.25,4.0,1.65,0.1,2,0,3.4,1.2000000000000002,11.15,11.7,,within_provisional_envelope
12.0,0.25,4.0,1.65,0.1,2,5,2.3000000000000003,1.2000000000000002,11.425,11.7,,within_provisional_envelope
12.0,0.5,2.0,0.55,0.05,1,0,0.6000000000000001,0.6000000000000001,11.7,11.7,,within_provisional_envelope
12.0,0.5,2.0,0.55,0.05,1,5,0.6000000000000001,0.6000000000000001,11.7,11.7,,within_provisional_envelope
12.0,0.5,2.0,0.55,0.05,2,0,1.1500000000000001,1.1500000000000001,11.425,11.425,,within_provisional_envelope
12.0,0.5,2.0,0.55,0.05,2,5,1.1500000000000001,1.1500000000000001,11.425,11.425,,within_provisional_envelope
12.0,0.5,2.0,0.55,0.1,1,0,0.65,0.65,11.675,11.675,,within_provisional_envelope
12.0,0.5,2.0,0.55,0.1,1,5,0.65,0.65,11.675,11.675,,within_provisional_envelope
12.0,0.5,2.0,0.55,0.1,2,0,1.2000000000000002,1.2000000000000002,11.4,11.4,,within_provisional_envelope
12.0,0.5,2.0,0.55,0.1,2,5,1.2000000000000002,1.2000000000000002,11.4,11.4,,within_provisional_envelope
12.0,0.5,2.0,1.1,0.05,1,0,1.1500000000000001,0.6000000000000001,11.425,11.7,,within_provisional_envelope
12.0,0.5,2.0,1.1,0.05,1,5,1.1500000000000001,0.6000000000000001,11.425,11.7,,within_provisional_envelope
12.0,0.5,2.0,1.1,0.05,2,0,2.25,1.1500000000000001,,11.425,0.00047999999999999974,current_capacity_exceeded
12.0,0.5,2.0,1.1,0.05,2,5,1.7000000000000002,1.1500000000000001,11.15,11.425,,within_provisional_envelope
12.0,0.5,2.0,1.1,0.1,1,0,1.2000000000000002,0.65,11.4,11.675,,within_provisional_envelope
12.0,0.5,2.0,1.1,0.1,1,5,1.2000000000000002,0.65,11.4,11.675,,within_provisional_envelope
12.0,0.5,2.0,1.1,0.1,2,0,2.3000000000000003,1.2000000000000002,,11.4,0.0003999999999999994,current_capacity_exceeded
12.0,0.5,2.0,1.1,0.1,2,5,1.7500000000000002,1.2000000000000002,11.125,11.4,,within_provisional_envelope
12.0,0.5,2.0,1.65,0.05,1,0,1.7,0.6000000000000001,11.15,11.7,,within_provisional_envelope
12.0,0.5,2.0,1.65,0.05,1,5,1.7,0.6000000000000001,11.15,11.7,,within_provisional_envelope
12.0,0.5,2.0,1.65,0.05,2,0,3.3499999999999996,1.1500000000000001,,11.425,8.888888888888887e-05,current_capacity_exceeded
12.0,0.5,2.0,1.65,0.05,2,5,2.25,1.1500000000000001,,11.425,0.00047999999999999974,current_capacity_exceeded
12.0,0.5,2.0,1.65,0.1,1,0,1.75,0.65,11.125,11.675,,within_provisional_envelope
